productype_name,brand_name,sla_name,warranty_months,incident_type_name,service_type_name,incident_response_minutes,severity_class
Storage,YIP,24x7 6Hrs Resolution Time,5753,General Incident,Request,1155,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,1433,Major
Storage,NetApp,24x7 4Hrs Response Time,24,Hard Disk Drive Failure,Incident,67,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,6,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,12,General Incident,Incident,7,Critical
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,8,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,5,Minor
Software,NetApp,24x7 6Hrs Resolution Time,24,Software,Incident,1120,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Upgrade Software,Incident,8,Major
Storage,HPE,24x7 4Hrs Resolution Time,13,Power Supply Failure,Incident,0,Major
Other,YIP,8x5 4Hrs Response Time,36,Configuration Change,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Request,11,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,9,Minor
Storage,NetApp,24x7 4Hrs Response Time,23,General Incident,Request,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,7,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,5,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,20,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,110,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,11,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Incident,0,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,4,Minor
Storage,YIP,24x7 6Hrs Resolution Time,5753,General Incident,Request,1254,Minor
Other,YIP,24x7 4Hrs Resolution Time,11,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,36,Network Card Failure,Request,25,Minor
Other,YIP,24x7 4Hrs Resolution Time,36,Configuration Change,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,10,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Hard Disk Drive Failure,Incident,7,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Incident,16,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,6,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,11,General Incident,Incident,12,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,0,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Server,IBM,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Configuration Change,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Incident,6,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,8,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Request,768,Minor
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Incident,1286,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,26,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Incident,0,Minor
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Incident,0,Minor
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Incident,111,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,41,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,234,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,61,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,9,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,1,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,972,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,996,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,36,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,595,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,1013,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,252,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,41,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,321,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,15,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,912,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,111,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,522,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,21,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,3,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,5,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Software,Red Hat,24x7 4Hrs Resolution Time,16,Software,Incident,22,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Storage,YIP,24x7 6Hrs Resolution Time,5742,Maintenance System,Request,0,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Server,DELL,24x7 4Hrs Response Time,11,Cache Battery Failure,Incident,23,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,120,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,System Board Failure,Incident,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,2,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,4,Network Card Failure,Incident,419,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,70,Major
Switch,HPE,24x7 4Hrs Resolution Time,45,Configuration Change,Incident,5,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Software,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,8,Minor
Server,HPE,24x7 4Hrs Resolution Time,9,System Board Failure,Incident,140,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,184,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,Configuration Change,Request,30,Cosmatic
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,0,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,83,Major
Server,IBM,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,84,Major
Software,Trend Micro,24x7 6Hrs Resolution Time,11,General Incident,Incident,23,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Resolution Time,22,General Incident,Incident,109,Major
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Request,13,Minor
Storage,HPE,24x7 4Hrs Resolution Time,9,Upgrade Software,Incident,93,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,15,Controller/Node Failure,Incident,12,Critical
Server,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,115,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,12,Minor
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,13,Minor
Software,VMWare,24x7 4Hrs Response Time,11,Upgrade Software,Incident,10,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Request,14,Minor
Other,YIP,24x7 4Hrs Resolution Time,11,Maintenance System,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,60,Cosmatic
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,5,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,1,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,3,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Configuration Change,Request,24,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,9,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,4,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,80,Minor
Software,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,-535,Cosmatic
Software,Veritas,24x7 4Hrs Response Time,60,Software,Incident,25,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,Configuration Change,Request,36,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Incident,120,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,5,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,23,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,9,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,46,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,24,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Hard Disk Drive Failure,Incident,3,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Configuration Change,Request,10,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,23,General Incident,Request,10,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,132,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Upgrade Software,Request,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,-443,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,2,Minor
Server,HPE,24x7 4Hrs Response Time,60,Other Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,104,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Request,20,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,318,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Software,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,8,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,1,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Incident,4,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,16,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,17,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Maintenance System,Request,10,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,2,Minor
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,4,Major
Software,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,10,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Storage,HPE,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,15,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,Hard Disk Drive Failure,Incident,0,Critical
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,5,Minor
Storage,NetApp,24x7 4Hrs Response Time,23,General Incident,Incident,9,Minor
Storage,HPE,24x7 4Hrs Resolution Time,9,OS / Firmware,Incident,45,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,0,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,30,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,82,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,4,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,56,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,15,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,-12,Minor
Server,Cisco,24x7 4Hrs Resolution Time,60,OS / Firmware,Request,202,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,9,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,31,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,5,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,47,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Configuration Change,Request,9,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,6,Major
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,74,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Storage,YIP,24x7 6Hrs Resolution Time,5752,Maintenance System,Request,0,Cosmatic
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Request,10,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,0,Cosmatic
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,19,Cosmatic
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Software,Veeam,24x7 4Hrs Resolution Time,36,Configuration Change,Request,0,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,60,Software,Request,12,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,7,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,112,Minor
Other,Veritas,24x7 4Hrs Response Time,23,OS / Firmware,Request,15,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,18,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Software,Request,11,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,10,Major
Software,Red Hat,24x7 4Hrs Resolution Time,60,General Incident,Incident,8,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,13,Minor
Other,YIP,24x7 4Hrs Resolution Time,13,Maintenance System,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,33,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,8,Configuration Change,Incident,9,Minor
Software,Veritas,24x7 4Hrs Resolution Time,60,General Incident,Request,9,Cosmatic
Server,HPE,9x5xNBD 4Hrs Response Time,36,Memory Failure,Incident,9,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,10,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,6,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,177,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Incident,0,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,233,Cosmatic
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,9,Critical
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Other,YIP,24x7 4Hrs Resolution Time,9,System Board Failure,Incident,15,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,60,Cosmatic
Other,YIP,24x7 4Hrs Resolution Time,13,Maintenance System,Request,0,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,2,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,3,Major
Storage,EMC,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Incident,7,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Incident,98,Major
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,General Incident,Incident,36,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,6,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,59,Major
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,60,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,7,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,131,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Software,Veritas,24x7 4Hrs Response Time,60,Software,Incident,22,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,33,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,8,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Request,9,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,4,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,8,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,184,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,893,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,58,Minor
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,70,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,120,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,OS / Firmware,Incident,9,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,15,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,5,Major
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,5,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,15,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,43,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,Power Supply Failure,Incident,8,Major
Server,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,10,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,7,Major
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,13,Major
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,7,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Other Failure,Incident,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,54,Cosmatic
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,0,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,11,Major
Server,HPE,9x5xNBD 4Hrs Response Time,36,Memory Failure,Incident,9,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,13,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,42,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,36,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,7,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,13,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,9,Major
Software,VMWare,24x7 4Hrs Resolution Time,14,Configuration Change,Request,1,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,16,Upgrade Software,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,Report,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,120,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,49,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,1,Major
Storage,HPE,24x7 6Hrs Resolution Time,2,Power Supply Failure,Incident,64,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,7,Major
Server,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,7,Critical
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Software,NetApp,24x7 4Hrs Response Time,24,Software,Request,-410,Minor
Server,HPE,24x7 6Hrs Response Time,14,General Incident,Incident,2,Critical
Software,VMWare,24x7 6Hrs Resolution Time,12,OS / Firmware,Incident,16,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,Software,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,Hard Disk Drive Failure,Incident,4,Major
Storage,HPE,24x7 4Hrs Resolution Time,36,OS / Firmware,Request,0,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5752,OS / Firmware,Incident,5,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,301,Cosmatic
Software,Trend Micro,24x7 6Hrs Resolution Time,11,Configuration Change,Incident,10,Major
Server,HPE,9x5xNBD 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,92,Major
Server,HPE,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,26,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,28,Major
Storage,NetApp,24x7 4Hrs Response Time,59,Upgrade Software,Request,32,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,36,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,56,Cosmatic
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,8,Major
Storage,HPE,24x7 4Hrs Resolution Time,36,OS / Firmware,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,59,Network Card Failure,Incident,297,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Incident,9,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,260,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,11,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Request,10,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,95,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Cosmatic
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,1168,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Cache Battery Failure,Incident,23,Major
Server,HPE,24x7 4Hrs Resolution Time,60,Upgrade Software,Incident,0,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Request,7,Major
Software,Red Hat,24x7 4Hrs Resolution Time,11,Configuration Change,Request,120,Minor
Software,Trend Micro,24x7 4Hrs Response Time,11,Software,Request,8,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,36,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,23,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,6,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,460,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,2,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,43,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,36,Controller/Node Failure,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Storage,HPE,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,12,Major
Server,HPE,24x7 6Hrs Response Time,12,General Incident,Incident,5,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Memory Failure,Incident,0,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,17,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,60,Upgrade Software,Request,47,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,60,Upgrade Software,Request,28,Cosmatic
